domain,task,model,representation,f1,precision,recall,ap_pr,threshold,n_valid,n_failed,stats_file,preds_csv
weapon,binary_1,qwen3_235b,manual_fe,0.7891,0.6824,0.9355,0.8211985117172922,40.201,141,0,similarity_database_fe_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_1,qwen_hf,manual_fe,0.8116,0.7368,0.9032,0.8340191354636122,40.201,141,0,similarity_database_fe_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_fe_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_1,gemini_25_pro,hybrid_full_gpt,0.7521,0.8,0.7097,,30.1508,141,0,similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_1,gemini_3_flash,hybrid_full_gpt,0.7801,0.6962,0.8871,,58.2915,141,0,similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_1,gemma3_27b,hybrid_full_gpt,0.6784,0.5321,0.9355,,35.1759,141,0,similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_1,gpt4,hybrid_full_gpt,0.7377,0.75,0.7258,,55.2764,141,0,similarity_database_hybrid_full_gpt_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gpt4_binary_0_preds.csv
weapon,binary_1,gpt51_thinking,hybrid_full_gpt,0.7692,0.679,0.8871,,45.2261,141,0,similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_1,gpt52,hybrid_full_gpt,0.7704,0.7123,0.8387,,47.2362,141,0,similarity_database_hybrid_full_gpt_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gpt52_binary_0_preds.csv
weapon,binary_1,gpt5mini,hybrid_full_gpt,0.7179,0.5957,0.9032,,40.201,141,0,similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_1,llama3_70b,hybrid_full_gpt,0.6556,0.5,0.9516,,25.1256,141,0,similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_1,mistral,hybrid_full_gpt,0.6711,0.5747,0.8065,,40.201,141,0,similarity_database_hybrid_full_gpt_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_mistral_binary_0_preds.csv
weapon,binary_1,qwen3_235b,hybrid_full_gpt,0.687,0.6522,0.7258,,35.1759,141,0,similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_1,qwen_hf,hybrid_full_gpt,0.7051,0.5851,0.8871,,30.1508,141,0,similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_1,gemini_25_pro,hybrid_manual_gpt,0.7797,0.8214,0.7419,0.9526289682539683,25.1256,141,0,similarity_database_hybrid_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_1,gemini_3_flash,hybrid_manual_gpt,0.8067,0.8421,0.7742,0.9861111111111112,65.3266,141,0,similarity_database_hybrid_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_1,gemma3_27b,hybrid_manual_gpt,0.7571,0.6795,0.8548,0.9305555555555556,45.2261,141,0,similarity_database_hybrid_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_1,gpt4,hybrid_manual_gpt,0.8217,0.791,0.8548,0.9861111111111112,48.2412,141,0,similarity_database_hybrid_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gpt4_binary_0_preds.csv
weapon,binary_1,gpt51_thinking,hybrid_manual_gpt,0.8413,0.8281,0.8548,0.9861111111111112,60.3015,141,0,similarity_database_hybrid_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_1,gpt52,hybrid_manual_gpt,0.864,0.8571,0.871,0.9861111111111112,56.2814,141,0,similarity_database_hybrid_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gpt52_binary_0_preds.csv
weapon,binary_1,gpt5mini,hybrid_manual_gpt,0.7852,0.726,0.8548,0.8506944444444444,47.2362,141,0,similarity_database_hybrid_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_1,llama3_70b,hybrid_manual_gpt,0.6774,0.6774,0.6774,0.9502840909090909,50.2513,141,0,similarity_database_hybrid_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_1,mistral,hybrid_manual_gpt,0.6905,0.5472,0.9355,0.7784090909090909,40.201,141,0,similarity_database_hybrid_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_mistral_binary_0_preds.csv
weapon,binary_1,qwen3_235b,hybrid_manual_gpt,0.7832,0.6914,0.9032,0.9659090909090909,35.1759,141,0,similarity_database_hybrid_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_1,qwen_hf,hybrid_manual_gpt,0.7591,0.6933,0.8387,0.9346590909090909,35.1759,141,0,similarity_database_hybrid_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_hybrid_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_1,gemini_25_pro,gpt_free,0.755,0.6404,0.9194,0.7805081943281664,20.1005,141,0,similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_1,gemini_3_flash,gpt_free,0.7647,0.7027,0.8387,0.8111404043739534,58.2915,141,0,similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_1,gemma3_27b,gpt_free,0.7424,0.7,0.7903,0.6928340957516296,45.2261,141,0,similarity_database_with_gpt_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_1,gpt4,gpt_free,0.7458,0.7857,0.7097,0.8336762800381194,60.3015,141,0,similarity_database_with_gpt_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt4_binary_0_preds.csv
weapon,binary_1,gpt51_thinking,gpt_free,0.7778,0.7656,0.7903,0.8203483117728787,60.3015,141,0,similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_1,gpt52,gpt_free,0.8029,0.7333,0.8871,0.8544490842190057,54.2714,141,0,similarity_database_with_gpt_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt52_binary_0_preds.csv
weapon,binary_1,gpt5mini,gpt_free,0.7391,0.6711,0.8226,0.7760833098728257,45.2261,141,0,similarity_database_with_gpt_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_1,llama3_70b,gpt_free,0.7066,0.5619,0.9516,0.6977326371529877,38.191,141,0,similarity_database_with_gpt_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_1,mistral,gpt_free,0.6784,0.5321,0.9355,0.7106214734845663,40.201,141,0,similarity_database_with_gpt_features_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_mistral_binary_0_preds.csv
weapon,binary_1,qwen3_235b,gpt_free,0.7597,0.7313,0.7903,0.7810196658652511,35.1759,141,0,similarity_database_with_gpt_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_1,qwen_hf,gpt_free,0.76,0.6477,0.9194,0.7960923712945426,30.1508,141,0,similarity_database_with_gpt_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_1,gemini_25_pro,gpt_law,0.7218,0.6761,0.7742,0.7757646297434216,30.1508,141,0,similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_1,gemini_3_flash,gpt_law,0.7869,0.8,0.7742,0.8393424532860947,72.3618,141,0,similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_1,gemma3_27b,gpt_law,0.7517,0.6437,0.9032,0.6962304949424594,45.2261,141,0,similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_1,gpt4,gpt_law,0.75,0.7759,0.7258,0.817870177082521,65.3266,141,0,similarity_database_with_gpt_law_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_preds.csv
weapon,binary_1,gpt51_thinking,gpt_law,0.7833,0.8103,0.7581,0.8304058694394469,65.3266,141,0,similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_1,gpt52,gpt_law,0.8281,0.803,0.8548,0.8323472672664911,58.2915,141,0,similarity_database_with_gpt_law_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_preds.csv
weapon,binary_1,gpt5mini,gpt_law,0.7578,0.6162,0.9839,0.7930997292725546,40.201,141,0,similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_1,llama3_70b,gpt_law,0.7297,0.6279,0.871,0.6954371389777373,55.2764,141,0,similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_1,mistral,gpt_law,0.7417,0.6292,0.9032,0.7143832236553261,60.3015,141,0,similarity_database_with_gpt_law_features_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_mistral_binary_0_preds.csv
weapon,binary_1,qwen3_235b,gpt_law,0.7226,0.6022,0.9032,0.7449717609047026,35.1759,141,0,similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_1,qwen_hf,gpt_law,0.7445,0.68,0.8226,0.7057196415405655,40.201,141,0,similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_1,gemini_25_pro,facts,0.7692,0.7353,0.8065,0.8213002159586709,25.1256,141,0,similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_1,gemini_3_flash,facts,0.7852,0.726,0.8548,0.8195460038926462,58.2915,141,0,similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_preds.csv
weapon,binary_1,gemma3_27b,facts,0.7879,0.7429,0.8387,0.8303994728389891,45.2261,141,0,similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_0_preds.csv
weapon,binary_1,gpt4,facts,0.7778,0.913,0.6774,0.8497383800348517,70.3518,141,0,similarity_database_with_indicment_facts_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gpt4_binary_0_preds.csv
weapon,binary_1,gpt51_thinking,facts,0.7879,0.7429,0.8387,0.8566985020887964,60.3015,141,0,similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_0_preds.csv
weapon,binary_1,gpt52,facts,0.8,0.7397,0.871,0.8353387690218947,56.2814,141,0,similarity_database_with_indicment_facts_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gpt52_binary_0_preds.csv
weapon,binary_1,gpt5mini,facts,0.75,0.6585,0.871,0.7821333108477981,55.2764,141,0,similarity_database_with_indicment_facts_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gpt5mini_binary_0_preds.csv
weapon,binary_1,llama3_70b,facts,0.7172,0.6265,0.8387,0.7325622181174376,58.2915,141,0,similarity_database_with_indicment_facts_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_llama3_70b_binary_0_preds.csv
weapon,binary_1,mistral,facts,0.6957,0.5657,0.9032,0.7753549748508983,45.2261,141,0,similarity_database_with_indicment_facts_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_mistral_binary_0_preds.csv
weapon,binary_1,qwen3_235b,facts,0.782,0.7324,0.8387,0.8419720458905356,35.1759,141,0,similarity_database_with_indicment_facts_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_qwen3_235b_binary_0_preds.csv
weapon,binary_1,qwen_hf,facts,0.7692,0.679,0.8871,0.8349725441227625,35.1759,141,0,similarity_database_with_indicment_facts_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_qwen_hf_binary_0_preds.csv
