verdict,domain,features_json
תפ_14836-08-12,weapon,"{""offense_number"": ""144(א)"", ""offense_type"": ""החזקת נשק"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: עבירות תקיפה, איומים, החזקת סכין, ועבירות רכוש."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח מסוג ברטה"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""2 מחסניות, 27 כדורים"", ""storage_method"": ""- \""בבית\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""date_of_offense"": ""5/8/2012"", ""location_of_offense"": ""בית הנאשם"", ""storage_details"": ""עטוף במגבת, בתוך שקית, בארון בסלון"", ""method_of_concealment"": ""הסתרה בארון בסלון"", ""means_of_detection"": ""נתפס במהלך חיפוש בבית"", ""ammunition_distribution"": ""מחסנית אחת עם 14 כדורים, מחסנית שניה עם 13 כדורים""}"
תפ_14885-06-24,weapon,"{""offense_number"": ""40ג(א), 144ד2(א), 144ד3, 24(ב)(1)"", ""offense_type"": ""הסתה לאלימות, הסתה לטרור, החזקת פרסום המסית לאלימות."", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן: הסתה לאלימות (סעיף 144ד2(א) לחוק העונשין), הסתה לטרור (סעיף 24(ב)(1) לחוק המאבק בטרור), והחזקת פרסום המסית לאלימות (סעיף 144ד3 לחוק העונשין)."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": null, ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""אופן החזקת הנשק: אחר (מוזכר שיש נשקים בסרטון אך לא צויין היכן הוחזקו)."", ""planning"": ""כן"", ""purpose"": ""סיבת העבירה: \""תדמית\"""", ""weapon_use"": ""לא"", ""שיטת_ביצוע"": ""הפצת סרטוני הסתה באמצעות שלושה חשבונות טיקטוק"", ""אמצעי_תקשורת"": ""רשת חברתית טיקטוק, טלפון נייד"", ""מספר_חשבונות"": 3, ""שמות_חשבונות"": [""kobipro1"", ""kanizami1"", ""kanizaam""], ""מספר_סרטונים_מוסתים"": 2, ""מספר_סרטונים_מוסתים_שהוחזקו"": 6, ""מספר_צפיות_בסרטון_הראשון"": 472, ""מספר_חיבובים_בסרטון_הראשון"": 4, ""מספר_תגובות_בסרטון_הראשון"": 5, ""מספר_שיתופים_בסרטון_הראשון"": 24, ""מספר_עוקבים_בחשבון_הראשון"": 169, ""מסלול"": ""הפצה פומבית ברשתות החברתיות"", ""קהל_יעד"": ""ציבור המפגינים נגד הממשלה, אנשי שמאל, שופטי בג\""ץ, בכירי מערכת הביטחון"", ""תקופת_ביצוע"": ""אוקטובר 2023 עד מאי 2024"", ""שעת_העבירה"": ""לא ידוע במדויק"", ""אופן_התפיסה"": ""איתור וחקירה בעקבות פרסומים פומביים בטיקטוק"", ""מניע"": ""עוינות אידיאולוגית כלפי מחנה פוליטי יריב"", ""נסיבות_מיוחדות"": ""העבירות בוצעו על רקע הפגנות המוניות נגד הממשלה"", ""מיקום_ביצוע"": ""אינטרנט, רשת טיקטוק"", ""שימוש_במסרים_מאיימים"": ""כן"", ""היקף_הפצה"": ""פומבי, עשרות שיתופים וצפיות""}"
תפ_14944-08-18,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""הדחת קטין לסמים מסוכנים לפי סעיף 21(א)(1) ו-21(א)(3)"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[50-גרם, 500-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""קנבוס במשקל של כ-50 גרם; קנבוס במשקל כולל של 500 גרם נטו"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""שידול קטין לסחר בסמים, ליווי והכוונה צמודה, חלוקת סם למנות, שימוש במלון כבסיס לפעילות"", ""מסלול"": ""העברת סם לקטין, חלוקה ללקוחות ברחוב החבצלת בירושלים"", ""שעת_העבירה"": ""בין 13/7/2018 ל-18/7/2018, ובמהלך ספטמבר 2018"", ""סכום_כספי"": ""1,700 ₪ למימון חדר מלון; כ-4,000 ₪ תמורת עסקאות סם; מאות שקלים לקטין"", ""אמצעי_תקשורת"": ""טלפון, פגישות בבית המלון"", ""אופן_התפיסה"": ""לא פורט"", ""מניע"": ""רווח כספי"", ""נסיבות_מיוחדות"": ""הדחת קטין במצוקה כלכלית ואישית, ליווי צמוד של הקטין, חלוקת רווחים"", ""מיקום_העבירה"": ""מלון מקס בירושלים, רחוב החבצלת בירושלים, דירת מגורי הנאשם"", ""מספר_עסקאות"": ""כ-10 עסקאות"", ""מחיר_לגרם"": ""100 ₪"", ""כמות_ללקוח"": ""1-5 גרם"", ""אופן_חלוקת_הסם"": ""חלוקה למבחנות פלסטיק"", ""שיתוף_פעולה"": ""בצוותא עם נאשם 1 וקטין נוסף""}"
תפ_14963-02-23,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""כן"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": ""[6.37-גרם]"", ""methylmethcathinone"": ""[1.0-גרם]"", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": ""[1.0-גרם]"", ""cocaine"": ""[1-גרם, 1.0170-גרם]"", ""drug_type_quantity_summary"": ""חשיש במשקל 6.37 גרם, MMC במשקל 1 גרם, MDMA במשקל 1 גרם, קוקאין במשקל 1 גרם ו-1.0170 גרם"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""כן"", ""שיטת_ביצוע"": ""תיאום מראש באמצעות טלפון סלולרי ויישומון טלגראם, מפגש פיזי ברחוב"", ""מסלול"": ""מספר עסקאות סמים במספר מוקדים בירושלים"", ""שעת_העבירה"": ""בין 17:15 ל-23:50"", ""סכום_כספי"": ""600 ₪, 400 ₪, 400 ₪, 1,000 ₪, 650 ₪, סכום לא ידוע"", ""אמצעי_תקשורת"": ""טלפון סלולרי, יישומון טלגראם"", ""אופן_התפיסה"": ""מכירה לסוכן משטרתי סמוי"", ""מניע"": ""רווח כספי"", ""נסיבות_מיוחדות"": ""הנאשם פעל במסגרת מספר עסקאות, חלקן מול סוכן משטרתי, תוך שימוש באמצעי תקשורת מוצפנים"", ""מספר_עסקאות"": 7, ""מקומות_ביצוע"": ""רחוב שמאי, רחוב כצנלסון, רחוב אבן שפרוט 22, רחוב נורית 200, כיכר החתולות - כולם בירושלים"", ""טלפונים_מעורבים"": ""0503622535, 0507120044"", ""שמות_קונים"": ""הלל ביטון, איליה בורינאייב, אברהם אבידן גל אור, שמואל אייזיק והב, סוכן משטרתי""}"
תפ_14991-07-15,weapon,"{""offense_number"": ""329(א)(1), 144(א)"", ""offense_type"": ""חבלה בכוונה מחמירה, נשיאת נשק"", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן חבלה בכוונה מחמירה לפי סעיף 329(א)(1) לחוק העונשין."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח אוטומטי"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מספר יריות (לא מצוין במדויק)  \n4 כדורים פגעו ברגלי המתלונן"", ""storage_method"": ""על גופו"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""שיטת_ביצוע"": ""ירי מטווח קצר לעבר רגלי הקורבנות"", ""מסלול"": ""הגעה ברכב לבית הקורבן"", ""שעת_העבירה"": ""לילה"", ""אמצעי_תחבורה"": ""רכב"", ""מספר_מבצעים"": ""ארבעה (הנאשם, שני אחיו ואביהם)"", ""קורבן_עיקרי"": ""מ.ש"", ""קורבן_נוסף"": ""אביו של מ.ש"", ""אופן_הימלטות"": ""בריחה ברכב מהמקום"", ""אמצעי_תקשורת"": ""סימן בעיניים בין האחים"", ""מניע"": ""פגיעה באחיו של הנאשם"", ""נסיבות_מיוחדות"": ""הירי בוצע לאחר עימות קודם בו נפגע אחיו של הנאשם"", ""מרחק_ירי"": ""כשני מטרים"", ""מקום_העבירה"": ""בית חנינה, ירושלים"", ""האם_הקורבן_הוזמן_למקום"": ""כן, הנאשם ביקש מהקורבן לצאת לפתח הבית""}"
תפ_14998-08-16,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""נהיגה תחת השפעת אלכוהול (עבר תעבורתי)"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[2.08-גרם]"", ""mdma"": ""[0.4213-גרם]"", ""cocaine"": ""[0.7837-גרם]"", ""drug_type_quantity_summary"": ""קוקאין במשקל 0.7837 גרם, MDMA במשקל 0.4213 גרם, קנבוס במשקל 2.08 גרם"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""מכירה ישירה לאדם מוכר"", ""מסלול"": ""החזקה בבית ומכירה מחוץ לבית"", ""שעת_העבירה"": ""לא ידוע"", ""סכום_כספי"": ""100, 300 ש\""ח"", ""אמצעי_תקשורת"": ""לא צוין"", ""אופן_התפיסה"": ""חיפוש משטרתי בבית"", ""מניע"": ""רווח כספי"", ""נסיבות_מיוחדות"": ""הודאה והסדר טיעון"", ""שם_הקונה"": ""יונתן צור"", ""מקום_העבירה"": ""בית הנאשם בכפר גלעדי""}"
תפ_15023-05-20,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""עבירות חבלה במזיד, עבירות רכוש ואלימות (לפי תיאור הרישום הפלילי)"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[2-גרם, 25-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""הנאשם הורשע בשתי עבירות סחר בסם מסוג חשיש במשקל לא ידוע, ובסחר והחזקה של סם מסוג קנאבוס במשקלים של 2 גרם ו-25 גרם."", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""מכירה ישירה לאחר"", ""סכום_כספי"": ""[50-₪, 100-₪]"", ""שעת_העבירה"": ""בערב (23.5.2020)"", ""אזור_ביצוע"": ""אזור התעשייה עומר"", ""אופן_התפיסה"": ""החזקה פיזית בעת תפיסה"", ""מספר_עסקאות"": ""2"", ""מניע"": ""רווח כספי"", ""קורבן_או_קונה"": ""אותו אחר בשתי העסקאות""}"
תפ_15059-08-20,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 499(א)(1) לחוק העונשין - קשירת קשר לפשע"", ""lsd"": """", ""methamphetamine"": ""[99.49-גרם]"", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""מתאמפטמין במשקל 99.49 גרם"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""הסלקת סמים בקלסר דפי פחם בתוך חבילה"", ""מסלול"": ""ייבוא מהפיליפינים לישראל באמצעות דואר"", ""אמצעי_תקשורת"": ""טלפון"", ""אופן_התפיסה"": ""תפיסת החבילה על ידי שירות המכס וביצוע מסירה מבוקרת על ידי שוטר שהתחזה לשליח"", ""כתובת_מסירה"": ""רחוב רבי עקיבא 29, בני ברק"", ""הזדהות_הנאשם"": ""באמצעות דרכון"", ""חברת_שליחויות"": ""פד-אקס"", ""שותפים_לקשר"": ""דנילו אולינרס"", ""מדינת_מוצא"": ""הפיליפינים"", ""תאריך_שליחת_החבילה"": ""14.7.2020"", ""תאריך_תפיסה"": ""16.7.2020"", ""תאריך_מסירה_מבוקרת"": ""23.7.2020""}"
תפ_1506-02-24,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": ""[1.0099-גרם, 0.9804-גרם, 0.6124-גרם, 0.5498-גרם]"", ""drug_type_quantity_summary"": ""קוקאין במשקל כולל של 3.1525 גרם נטו, מחולק ל-2 יחידות במשקל 1.0099 גרם, 2 יחידות במשקל 0.9804 גרם, 2 יחידות במשקל 0.6124 גרם, ו-0.5498 גרם שנמצא במקלט."", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""כן"", ""שיטת_ביצוע"": ""תיאום באפליקציית WhatsApp, מפגש פיזי והעברת סם"", ""אמצעי_תקשורת"": ""WhatsApp, שיחות טלפון"", ""מקום_העבירה"": ""זכרון יעקב"", ""שעת_העבירה"": ""17:40, לפני 19:00, לפני 20:00"", ""סכום_כספי"": ""400 ₪, 450 ₪, 300 ₪"", ""אופן_התפיסה"": ""מעצר מיד לאחר המכירה, חיפוש במקלט ציבורי"", ""מניע"": ""רווח כספי"", ""נסיבות_מיוחדות"": ""הנאשם ללא הרשעות קודמות, סחר בשלושה אירועים נפרדים, שימוש בסוכנת משטרתית"", ""מספר_אירועים"": 3, ""מקום_החזקת_סם_נוסף"": ""מקלט ציבורי סמוך לנקודת המפגש""}"
תפ_1509-03-12,weapon,"{""offense_number"": ""144(א), 144(ב), 144(ב2), 144(ב3), 412, 499(א)(1)"", ""offense_type"": ""החזקת נשק, החזקת תחמושת, קבלת נכסים שהושגו בעוון"", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן:\n- החזקת תחמושת (סעיף 144(א) סיפא לחוק העונשין)\n- קבלת נכסים שהושגו בעוון (סעיף 412 לחוק העונשין)"", ""pistol"": 3, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח מסוג 'קולט' 9 מ\""מ בצבע כסף"", ""how_obtained"": ""\""גנב\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובה שישה כדורים"", ""storage_method"": ""- \""סמלק-מוסתר\""\n- \""סמוך לבית\"""", ""planning"": ""לא"", ""purpose"": ""הגנה עצמית"", ""weapon_use"": ""לא"", ""execution_method"": ""הסלקה בתוך מכולה ועטיפה בגרב"", ""location_of_offense"": ""חצר משפחת הנאשם בלוד"", ""date_of_weapon_theft"": ""30.9.11"", ""date_of_weapon_possession"": ""8.1.12"", ""city_of_theft"": ""רמת גן"", ""city_of_possession"": ""לוד"", ""means_of_concealment"": ""גרב"", ""container_type"": ""מכולה"", ""relationship_to_location"": ""חצר משפחתו"", ""time_between_theft_and_possession_days"": 100}"
תפ_15091-06-21,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 10"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": ""[0.2436-גרם]"", ""methylmethcathinone"": """", ""cannabis_plants"": ""[65.3-גרם]"", ""cannabis"": ""[378.4059-גרם]"", ""mdma"": ""[0.0672-גרם]"", ""cocaine"": """", ""drug_type_quantity_summary"": ""חשיש במשקל 0.2436 גרם; קנביס במשקל כולל של כ-378 גרם (כולל מנות שונות במשקלים 1.3201, 25.5, 3.5, 56.7, 9.7, 0.8805, 221.3, 57.4, 0.5305, 1.5748 גרם); שתיל קנביס במשקל 13.3 גרם; זרעי קנביס במשקל כ-52 גרם; MDMA במשקל 0.0672 גרם."", ""laboratory"": ""כן"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""החזקת סמים מוסתרים במקומות שונים בדירה"", ""מסלול"": ""החזקה בלבד, ללא הפצה"", ""שעת_העבירה"": ""11:47"", ""אמצעי_אחסון"": ""נייר, קופסאות שקופות, קופסת מתכת, שקיות קטנות וגדולה, מקססה, ארגז מצעים, ארון בגדים, מזנון"", ""אמצעי_מדידה"": ""משקל דיגיטלי מדגם kern 440-47"", ""אופן_התפיסה"": ""תפיסה בדירה בעת החזקה"", ""מיקום_העבירה"": ""דירה פרטית"", ""מניע"": ""לא צוין"", ""נסיבות_מיוחדות"": ""החזקה של שתיל קנביס וזרעים בנוסף לסמים מוכנים""}"
תפ_15105-08-14,weapon,"{""offense_number"": ""29, 31, 32, 40ב, 40ג, 40ט, 144, 144א, 144ב, 144ב2, 144ג, 40יגב, 499, 499א1"", ""offense_type"": ""קשירת קשר לפשע, החזקת נשק, נשיאת נשק, סחר בנשק, סיוע לסחר בנשק"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, והן:\n- קשירת קשר לפשע (סעיף 499(א)(1) לחוק העונשין)\n- סחר בנשק (סעיפים 144(ב)(2) ו-144(ג) לחוק העונשין)\n- סיוע לסחר בנשק (סעיפים 144(ב)(2), 144(ג) ו-31 לחוק העונשין)"", ""pistol"": 0, ""submachine_gun"": 1, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית ותחמושת לתת מקלע"", ""how_obtained"": ""- \""רכש\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית עם כדורים לתת מקלע, קופסת כדורים לתת מקלע."", ""storage_method"": ""- \""ברכב\""  \n- \""אחר\"" (הנשק הועבר מהמסעדה לרכב, ולא הוחזק על גופו או בתוך הבית)"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""- \""לא\"""", ""שיטת_ביצוע"": ""הצגת תמונות נשק בסלולרי, תיאום טלפוני, מפגש פיזי והעברת נשק ברכב"", ""מסלול"": ""מהמסעדה בחיפה לכפר ערה בשני כלי רכב"", ""שעת_העבירה"": ""בסביבות 22:45"", ""סכום_כספי"": ""18,700 ₪ (18,000 עבור הנשק, 500 עבור כדורים, 200 עבור דלק)"", ""אמצעי_תקשורת"": ""שיחות טלפון, מפגשים במסעדה, הצגת תמונות באינטרנט ובטלפון נייד"", ""אופן_התפיסה"": ""עסקת נשק עם סוכן משטרתי סמוי"", ""נסיבות_מיוחדות"": ""הסוכן ביקש מהנאשמים לפרק ולהרכיב את הנשק במקום"", ""מקום_העבירה"": ""מסעדה בחיפה וכפר ערה"", ""רכב_מעורב"": ""ניסאן ורכב משטרתי"", ""מניע"": ""רווח כספי"", ""קשר_קודם_בין_הנאשמים"": ""היכרות מוקדמת, תיאום משותף""}"
תפ_15135-09-21,weapon,"{""offense_number"": ""סעיף 144(א)"", ""offense_type"": ""סיוע להחזקת נשק"", ""additional_offenses"": ""אין עבירות נוספות מעבר לעבירת סיוע להחזקת נשק."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית ריקה המתאימה לתת מקלע עוזי"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ריקה"", ""storage_method"": ""- \""ברכב\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""הסתרה מתחת למושב ברכב"", ""vehicle_type"": ""יונדאי"", ""vehicle_license_plate"": ""45-581-66"", ""time_of_offense"": ""16:00"", ""date_of_offense"": ""27.08.2021"", ""weapon_wrapping"": ""עטוף בניילון"", ""accomplice_identity"": ""לא ידוע"", ""location"": ""בתוך רכב"", ""means_of_concealment"": ""הסתרה מתחת למושב אחורי"", ""offense_committed_by"": ""הנאשם ישב במושב האחורי"", ""plea_bargain"": ""כן""}"
תפ_15148-03-12,weapon,"{""offense_number"": ""144(א), 413ט'"", ""offense_type"": ""החזקת נשק, שינוי זהות של כלי רכב"", ""additional_offenses"": ""יש עבירה נוספת מעבר לעבירת הנשק: שינוי זהות של כלי רכב."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח דמה עם משתיק קול"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית שהכילה 11 כדורים"", ""storage_method"": ""ברכב"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""vehicle_type"": ""הונדה סיוויק"", ""license_plate_forgery_method"": ""הסרת לוחות מקוריות והתקנת לוחיות מזויפות"", ""time_of_offense"": ""בלילה"", ""date_of_offense"": ""2.3.2012-3.3.2012"", ""means_of_concealment"": ""בתוך רכב"", ""additional_equipment_found"": ""כפפות בד, לוחיות זיהוי מקוריות"", ""number_of_fake_license_plates"": 2, ""gloves_found"": ""כן"", ""weapon_model"": ""ברטה 9 מ\""מ""}"
תפ_1515-12-18,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""עבירות נשק (נמחקה), עבירות אלימות, שיבוש מהלכי משפט, התחזות, גניבת רכב, זיוף, אחזקת סכין שלא כדין"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": ""40 קילוגרם"", ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""קנאביס, 40 קילוגרם"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת ביצוע"": ""אחסון בשני מבנים נפרדים"", ""מיקום ביצוע"": ""מתחם מגודר בפזורת אום בטין"", ""אופן אחסון"": ""חלק מהסם בארגז, חלק תלוי לייבוש על חוטים"", ""תאריך העבירה"": ""08.11.18"", ""אופן התפיסה"": ""נתפס בעת אחזקת הסם במתחם"", ""נסיבות מיוחדות"": ""הסם הוסתר בשני מבנים שונים, אחד מהם שימש לייבוש""}"
תפ_1516-10-16,weapon,"{""offense_number"": ""40ג(א), 144, 144(א), 144(ב), 7(א), 7(ג)"", ""offense_type"": ""החזקת נשק, החזקת אביזר נשק, החזקת תחמושת, החזקת סמים לצריכה עצמית"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: החזקת אביזר נשק ותחמושת שלא כדין, והחזקת סם מסוכן לצריכה עצמית."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית ריקה אחת תואמת לאקדח, מחסנית ריקה נוספת, 31 כדורים תואמים לאקדח"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""31 כדורים 7.65 מ\""מ"", ""storage_method"": ""- \""בבית\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""כן"", ""purpose"": ""סיבת העבירה: \""אחר\"" (מעורבות בחברה שולית ורצון להשתייך)."", ""weapon_use"": ""לא"", ""weapon_model"": ""Tactical-hulk PT12-pro 7.65 מ\""מ"", ""hiding_place_weapon"": ""מגף בתוך מזוודה"", ""hiding_place_ammunition"": ""כוורת בסיר בישול במטבח"", ""offense_time"": ""25.09.16 בשעה 11:00"", ""drug_type"": ""חשיש"", ""drug_use_type"": ""לצריכה עצמית"", ""number_of_magazines"": 2, ""location"": ""בית הנאשם"", ""method_of_concealment"": ""הסלקה בתוך מגף ומזוודה, הסלקה בסיר בישול""}"
