verdict_1,verdict_2,similarity_score,source_batch
תפ_33420-12-20,תפ_37386-11-13,0,main
תפ_1219-06-23,תפח_4986-04-11,20,main
תפ_28100-07-20,תפ_44840-06-16,35,main
תפ_11843-03-20,תפ_23648-12-19,35,main
תפ_41694-03-20,תפ_61158-05-20,35,main
תפ_44620-01-22,תפ_53496-03-18,30,main
תפ_29947-07-23,תפ_7617-07-23,35,main
תפ_35512-06-17,תפ_522-05-17,20,main
תפ_26549-09-21,תפ_32775-09-23,45,main
תפ_7626-04-20,תפח_39094-05-12,25,main
תפ_10896-06-20,תפ_26478-04-22,35,main
תפ_18013-01-15,תפח_30145-08-13,30,main
תפ_38687-04-20,תפ_983-05-15,35,main
תפ_13153-08-15,תפ_41276-06-17,28,main
תפ_46108-06-20,תפ_57914-10-13,45,main
תפ_27929-03-19,תפ_41775-01-11,28,main
תפ_12743-08-22,תפ_27277-01-15,10,main
תפ_13785-04-15,תפ_1580-11-23,38,main
תפ_30003-03-22,תפ_6968-01-24,35,main
תפ_19384-05-16,תפ_39998-08-15,68,main
תפ_18557-10-21,תפ_39808-05-23,55,main
תפ_10180-01-24,תפ_61452-12-22,35,main
תפ_59260-03-16,תפח_56363-07-20,30,main
תפ_35364-01-18,תפ_52390-06-19,35,main
תפ_54607-07-19,תפ_59967-01-13,35,main
תפ_21459-01-16,תפ_39998-08-15,28,main
תפ_23872-02-19,תפ_44620-01-22,38,main
תפ_45965-07-16,תפ_50986-12-16,20,main
תפ_18013-01-15,תפ_9111-02-15,30,main
תפ_16161-04-21,תפ_58505-11-19,72,main
תפ_42991-05-16,תפ_55664-02-14,35,main
תפ_16779-09-22,תפ_31935-12-21,30,main
תפ_50986-12-16,תפ_51088-03-21,35,main
תפ_16779-09-22,תפ_42987-06-16,65,main
תפ_17860-01-19,תפ_21813-09-16,35,main
תפ_35397-07-21,תפ_4102-11-20,30,main
תפ_57001-11-21,תפ_63355-02-23,40,main
תפ_38883-05-22,תפ_52322-10-23,70,main
תפ_15387-01-21,תפ_61106-05-20,60,main
תפ_5275-07-21,תפ_61106-05-20,18,main
תפ_28991-04-22,תפ_52964-03-22,75,main
תפ_19908-10-21,תפ_54337-05-21,28,main
תפ_1178-06-21,תפ_46916-07-22,25,main
תפ_2144-04-21,תפ_54202-01-23,10,main
תפ_15710-09-21,תפ_31935-12-21,18,main
תפ_54732-03-18,תפ_7166-09-15,45,main
תפ_30015-07-16,תפ_7626-04-20,45,main
תפ_45597-11-14,תפ_46930-03-22,75,main
תפ_1118-10-18,תפ_2058-09-17,25,main
תפ_19821-02-17,תפ_7074-11-23,30,main
תפ_30015-07-16,תפ_59804-01-17,45,main
תפ_46638-05-22,תפ_67356-12-21,15,main
תפ_23075-10-23,תפ_66893-12-21,35,main
תפ_1580-11-23,תפ_35397-07-21,45,main
תפ_12615-11-21,תפ_13471-01-22,65,main
תפ_33009-05-16,תפ_41754-05-22,28,main
תפ_1631-01-22,תפ_50986-12-16,18,main
תפ_26565-12-20,תפח_17033-01-22,25,main
תפ_18689-01-17,תפ_51828-02-14,35,main
תפ_18957-11-20,תפ_23537-02-14,20,main
תפ_11843-03-20,תפ_17860-01-19,38,main
תפ_32227-11-20,תפח_24510-09-15,25,main
תפ_24215-06-13,תפ_48057-03-21,35,main
תפ_30350-12-20,תפ_57283-05-21,30,main
תפ_18957-11-20,תפח_34398-05-11,10,main
תפ_28100-07-20,תפ_395-05-17,45,main
תפ_13270-02-20,תפ_26549-09-21,35,main
תפ_31218-10-14,תפ_44862-06-20,30,main
תפ_10182-01-24,תפ_35431-03-21,60,main
תפ_42697-05-18,תפ_6153-02-21,45,main
תפ_69980-11-20,תפ_7626-04-20,35,main
תפ_23253-12-15,תפ_6153-02-21,68,main
תפ_15744-02-20,תפ_8254-02-20,35,main
תפ_25639-03-21,תפח_24510-09-15,20,main
תפ_1294-04-22,תפ_39808-05-23,65,main
תפ_61820-08-21,תפח_17865-11-21,15,main
תפ_23749-12-19,תפ_74740-06-20,15,main
תפ_18397-02-16,תפ_53496-03-18,32,main
תפ_1641-04-19,תפ_4248-06-16,30,main
תפ_38883-05-22,תפ_51663-11-23,25,main
תפ_38687-04-20,תפ_50986-12-16,40,main
תפ_23513-03-14,תפח_17865-11-21,10,main
תפ_17766-12-20,תפ_41967-08-17,20,main
תפ_1136-11-21,תפ_45456-12-21,25,main
תפ_20733-12-22,תפ_4459-03-24,18,main
תפ_1219-06-23,תפ_26552-06-23,45,main
תפ_1641-04-19,תפ_59804-01-17,40,main
תפ_20451-09-20,תפ_52322-10-23,40,main
תפ_13281-07-13,תפ_40932-03-18,35,main
תפ_3531-12-13,תפ_4102-11-20,35,main
תפ_3910-02-23,תפ_41832-08-24,65,main
תפ_61452-02-16,תפ_63155-05-23,62,main
תפ_35473-12-21,תפ_64581-08-23,35,main
תפ_40118-06-21,תפ_7774-03-23,5,main
תפ_13281-07-13,תפ_19821-02-17,25,main
תפ_19384-05-16,תפ_31216-01-22,35,main
תפ_17707-04-14,תפ_40898-11-19,10,main
תפ_3295-04-18,תפ_44862-06-20,25,main
תפ_30015-07-16,תפ_56762-03-21,25,main
תפ_26552-06-23,תפ_43597-08-21,65,main
תפ_22588-03-22,תפ_58027-12-21,10,main
תפ_12743-08-22,תפ_63355-02-23,45,main
תפ_34027-04-18,תפ_60765-03-22,75,main
תפ_50986-12-16,תפ_54432-02-17,35,main
תפ_4102-11-20,תפ_74742-06-20,5,main
תפ_17766-12-20,תפ_26702-01-23,25,main
תפ_40999-01-21,תפח_54962-08-15,0,main
תפ_13270-02-20,תפ_40536-10-20,35,main
תפ_20770-11-22,תפ_950-09-17,35,main
תפ_70062-03-23,תפ_7196-03-21,85,main
תפ_1106-03-18,תפ_9785-12-15,60,main
תפ_52091-02-20,תפ_7108-02-16,18,main
תפ_19821-02-17,תפ_66542-05-20,35,main
תפ_28615-08-17,תפ_4102-11-20,38,main
תפ_46930-03-22,תפ_9355-10-19,55,main
תפ_41052-11-19,תפ_45971-11-13,20,main
תפ_19908-10-21,תפ_41276-06-17,25,main
תפ_3451-02-14,תפ_58511-01-20,75,main
תפ_29898-02-14,תפ_54607-07-19,40,main
תפ_15423-12-19,תפ_52223-10-23,68,main
תפ_32907-12-20,תפ_6904-12-14,25,main
תפ_68389-07-20,תפ_7053-03-21,75,main
תפ_1108-05-15,תפ_30617-02-22,10,main
תפ_23537-02-14,תפ_43597-08-21,45,main
תפ_3772-01-16,תפ_66319-05-20,35,main
תפ_45965-07-16,תפ_54432-02-17,35,main
תפ_24420-01-20,תפ_39808-05-23,25,main
תפ_40922-11-15,תפ_42697-05-18,28,main
תפ_19610-08-21,תפ_46379-02-21,35,main
תפ_12325-09-15,תפ_64303-01-22,75,main
תפ_50148-01-14,תפ_9179-04-16,25,main
תפ_40011-04-14,תפ_70111-03-23,15,main
תפ_29529-07-20,תפ_68529-11-21,25,main
תפ_12406-11-15,תפ_45465-11-15,45,main
תפ_1847-05-14,תפ_1956-04-21,25,main
תפ_16779-09-22,תפ_40983-10-20,18,main
תפ_12540-12-18,תפ_20307-05-20,40,main
תפ_24896-04-20,תפ_35007-04-13,65,main
תפ_18957-11-20,תפ_31218-10-14,30,main
תפח_24510-09-15,תפח_34398-05-11,35,main
תפ_31811-03-21,תפ_53539-11-17,30,main
תפ_26702-01-23,תפ_8333-11-20,65,main
תפ_57267-09-20,תפ_57526-07-21,75,main
תפ_13142-02-15,תפ_20733-12-22,25,main
תפ_17474-08-14,תפ_17919-01-15,25,main
תפ_25546-11-23,תפ_58027-12-21,35,main
תפ_16420-10-16,תפ_28332-02-21,15,main
תפ_30191-05-15,תפ_66319-05-20,18,main
תפ_32339-12-19,תפ_46379-02-21,35,main
תפ_1136-11-21,תפ_17137-11-21,40,main
תפ_11789-12-16,תפ_3686-01-16,38,main
תפ_16760-09-22,תפ_16996-08-12,0,main
תפ_18957-11-20,תפ_27929-03-19,20,main
תפ_14044-03-20,תפ_7626-04-20,35,main
תפ_10650-11-21,תפ_19908-10-21,20,main
תפ_36982-03-18,תפ_39183-11-13,18,main
תפ_16651-01-24,תפ_61820-08-21,35,main
תפ_13270-02-20,תפ_23749-12-19,65,main
תפ_41762-12-20,תפ_45713-07-17,30,main
תפ_70166-03-23,תפח_39094-05-12,25,main
תפ_33928-09-12,תפ_68389-07-20,0,main
תפ_4734-12-22,תפ_66893-12-21,38,main
תפ_17941-11-18,תפ_51506-01-22,25,main
תפ_24044-06-22,תפ_40082-02-22,25,main
תפ_63953-01-24,תפ_69777-03-23,35,main
תפ_17766-12-20,תפ_47284-06-18,55,main
תפ_61118-07-23,תפ_64119-05-21,65,main
תפ_43338-05-16,תפ_55664-02-14,30,main
תפ_23749-12-19,תפ_43597-08-21,62,main
תפ_63305-08-22,תפ_7942-05-18,70,main
תפ_1294-04-22,תפ_15710-09-21,55,main
תפ_30003-03-22,תפח_52360-06-20,30,main
תפ_34027-04-18,תפ_50330-07-18,85,main
תפ_21594-06-16,תפח_17033-01-22,30,main
תפ_10875-12-21,תפ_1139-06-23,25,main
תפ_15842-11-20,תפ_45095-04-16,65,main
תפ_2144-04-21,תפ_32907-12-20,65,main
תפ_30617-02-22,תפ_32775-09-23,75,main
תפ_12615-11-21,תפ_22417-12-21,85,main
תפ_60820-07-14,תפ_6514-03-23,35,main
תפ_12743-08-22,תפ_52000-02-15,35,main
תפ_10171-06-22,תפ_54132-03-21,10,main
תפ_30015-07-16,תפח_52360-06-20,30,main
תפ_32659-05-18,תפ_51306-12-18,18,main
תפ_29898-02-14,תפ_51228-09-11,0,main
תפ_35473-12-21,תפ_46250-11-21,20,main
תפ_52322-10-23,תפ_68096-11-21,45,main
תפ_23253-12-15,תפח_53698-03-17,30,main
תפ_19821-02-17,תפ_51088-03-21,23,main
תפ_3002-09-20,תפ_50071-08-16,35,main
תפ_28845-04-22,תפ_60581-11-15,20,main
תפ_1589-02-16,תפ_66310-07-17,38,main
תפ_16020-10-22,תפ_37104-06-22,30,main
תפ_35397-07-21,תפ_4795-12-17,38,main
תפ_18957-11-20,תפ_33337-07-23,25,main
תפ_29772-11-13,תפ_39500-07-20,25,main
תפ_13502-02-12,תפ_25852-11-10,75,main
תפ_11843-03-20,תפ_59464-09-23,65,main
תפ_35397-07-21,תפ_63953-01-24,20,main
תפ_58027-12-21,תפ_7109-02-21,18,main
תפ_50487-06-22,תפ_59967-01-13,25,main
תפ_6431-05-13,תפח_17033-01-22,15,main
תפ_10182-01-24,תפ_39808-05-23,62,main
תפ_51199-04-23,תפ_52000-02-15,45,main
תפ_42991-05-16,תפ_57267-09-20,35,main
תפ_10180-01-24,תפ_48978-07-21,65,main
תפ_17057-08-20,תפ_17701-07-21,25,main
תפ_11789-12-16,תפ_63305-08-22,25,main
תפ_3384-12-23,תפ_42991-05-16,35,main
תפ_36982-03-18,תפ_6832-11-23,25,main
תפ_19908-10-21,תפ_43338-05-16,35,main
תפ_22588-03-22,תפ_6852-03-21,55,main
תפ_17856-11-21,תפ_51663-11-23,38,main
תפ_28787-04-22,תפ_58027-12-21,35,main
תפ_21971-07-18,תפ_54460-03-21,70,main
תפ_17655-10-22,תפ_44157-08-16,20,main
תפ_12376-04-20,תפ_19759-07-21,55,main
תפ_12376-04-20,תפ_2144-04-21,20,main
תפ_20451-09-20,תפ_51199-04-23,35,main
תפ_1580-11-23,תפ_8333-11-20,55,main
תפ_20477-02-20,תפ_9785-12-15,35,main
תפ_45561-04-17,תפ_50556-08-17,15,main
תפ_14375-02-23,תפ_34669-01-23,18,main
תפ_37386-11-13,תפ_61158-05-20,5,main
תפ_53496-03-18,תפ_61299-12-19,25,main
תפ_26552-06-23,תפ_50716-11-19,35,main
תפ_13154-01-18,תפ_5013-12,65,main
תפ_20770-11-22,תפ_5085-07-17,65,main
תפ_51663-11-23,תפ_68096-11-21,18,main
תפ_10896-06-20,תפ_38368-09-21,15,main
תפ_19821-02-17,תפ_33928-09-12,0,main
תפ_35512-06-17,תפ_44725-12-14,5,main
תפ_52077-12-20,תפ_63155-05-23,35,main
תפ_10875-12-21,תפ_41967-08-17,25,main
תפ_19908-10-21,תפ_7626-04-20,55,main
תפ_38883-05-22,תפח_15217-03-19,25,main
תפ_16760-09-22,תפ_28615-08-17,40,main
תפ_23749-12-19,תפ_44157-08-16,65,main
תפ_16760-09-22,תפ_9111-02-15,35,main
תפ_46379-02-21,תפ_50986-12-16,40,main
תפ_25639-03-21,תפח_15217-03-19,20,main
תפ_41754-05-22,תפ_6985-07-22,35,main
תפ_17919-01-15,תפ_27929-03-19,68,main
תפ_41694-03-20,תפ_46737-07-22,18,main
תפ_54432-02-17,תפ_6832-11-23,30,main
תפ_23872-02-19,תפ_42697-05-18,35,main
תפ_25631-03-22,תפ_51663-11-23,18,main
תפ_26552-06-23,תפ_34669-01-23,62,main
תפ_32227-11-20,תפ_41754-05-22,30,main
תפ_40256-11-14,תפ_41967-08-17,18,main
תפ_35227-05-17,תפ_36091-07-15,65,main
תפ_42991-05-16,תפ_52390-06-19,18,main
תפ_17260-12-23,תפ_61106-05-20,35,main
תפ_63953-01-24,תפח_24510-09-15,10,main
תפ_37175-07-20,תפ_4411-07-19,72,main
תפ_22588-03-22,תפ_6985-07-22,22,main
תפ_35364-01-18,תפ_56900-11-18,25,main
תפ_22297-11-20,תפ_371-10-15,18,main
תפ_43643-10-15,תפ_63953-01-24,18,main
תפ_23992-11-21,תפ_4612-07-22,25,main
תפ_24044-06-22,תפ_31498-01-16,38,main
תפ_30003-03-22,תפ_35843-03-22,80,main
תפ_18484-07-23,תפ_73275-01-23,28,main
תפ_12411-02-21,תפ_41754-05-22,45,main
תפ_27330-02-19,תפ_66893-12-21,40,main
תפ_32775-09-23,תפ_44620-01-22,45,main
תפ_19908-10-21,תפ_34242-02-16,25,main
תפ_45713-07-17,תפח_54962-08-15,15,main
תפ_45432-11-15,תפ_4795-12-17,35,main
תפ_20477-02-20,תפ_30575-03-20,35,main
תפ_35512-06-17,תפ_54272-09-14,10,main
תפ_189-01-16,תפ_66542-05-20,60,main
תפ_52479-01-18,תפח_34802-06-19,15,main
תפ_20770-11-22,תפ_36091-07-15,20,main
תפ_13-02-14,תפ_23749-12-19,60,main
תפ_43338-05-16,תפ_6904-12-14,30,main
תפ_27277-01-15,תפ_61452-12-22,30,main
תפ_48176-01-22,תפ_52789-09-22,85,main
תפ_15744-02-20,תפ_4795-12-17,35,main
תפ_24044-06-22,תפ_6968-01-24,55,main
תפ_15710-09-21,תפ_28796-07-22,25,main
תפ_18912-06-23,תפ_44169-08-22,35,main
תפ_12158-04-23,תפח_52360-06-20,18,main
תפ_19384-05-16,תפ_60765-03-22,55,main
תפ_17655-10-22,תפ_2144-04-21,35,main
תפ_18210-05-23,תפ_808-06-16,65,main
תפ_21813-09-16,תפ_51523-10-17,25,main
תפ_16420-10-16,תפ_51506-01-22,15,main
תפ_25624-03-22,תפ_30003-03-22,55,main
תפ_34737-09-21,תפ_6904-12-14,65,main
תפ_26552-06-23,תפ_46930-03-22,35,main
תפ_4734-12-22,תפ_70062-03-23,35,main
תפ_37083-11-14,תפ_57965-03-15,65,main
תפ_2077-10-23,תפ_28845-04-22,45,main
תפ_47284-06-18,תפ_52091-02-20,30,main
תפ_50556-08-17,תפ_9179-04-16,55,main
תפ_30433-06-22,תפ_50556-08-17,20,main
תפ_61452-12-22,תפ_9785-12-15,38,main
תפ_14802-02-23,תפ_24044-06-22,60,main
תפ_37722-09-23,תפ_66430-05-20,82,main
תפ_16129-03-22,תפ_7467-12-20,25,main
תפ_29772-11-13,תפ_51523-10-17,20,main
תפ_1847-05-14,תפח_866-07-14,20,main
תפ_54432-02-17,תפ_57267-09-20,45,main
תפ_50474-09-22,תפ_58774-07-22,20,main
תפ_13301-07-18,תפ_56149-01-15,35,main
תפ_57965-03-15,תפ_950-09-17,30,main
תפ_18833-05-13,תפ_39071-12-15,55,main
תפ_3013-04-18,תפ_66319-05-20,20,main
תפ_60820-07-14,תפ_6852-03-21,25,main
תפ_31216-01-22,תפח_34198-06-18,10,main
תפ_29529-07-20,תפח_55639-05-17,15,main
תפ_12411-02-21,תפח_30145-08-13,20,main
תפ_1631-01-22,תפ_52848-09-22,10,main
תפ_13301-07-18,תפ_182-11-12,55,main
תפ_27929-03-19,תפ_5013-12,35,main
תפ_28845-04-22,תפ_51199-04-23,85,main
תפ_35695-12-15,תפ_44579-08-15,55,main
תפ_25639-03-21,תפ_40932-03-18,65,main
תפ_43844-05-15,תפ_53715-12-15,65,main
תפ_39808-05-23,תפ_54607-07-19,18,main
תפ_10180-01-24,תפ_13471-01-22,25,main
תפ_40999-01-21,תפ_41276-06-17,0,main
תפ_40922-11-15,תפ_63328-04-21,35,main
תפ_19130-12-21,תפ_41952-02-22,65,main
תפ_12035-06-20,תפ_46550-12-16,20,main
תפ_33420-12-20,תפ_50986-12-16,20,main
תפ_21594-06-16,תפ_7735-04-19,62,main
תפ_1118-10-18,תפ_60581-11-15,18,main
תפ_12233-08-12,תפ_57474-07-15,0,main
תפ_10896-06-20,תפ_46930-03-22,18,main
תפ_19908-10-21,תפ_6968-01-24,35,main
תפ_2144-04-21,תפ_40536-10-20,35,main
תפ_38355-09-23,תפ_69933-03-23,85,main
תפ_22297-11-20,תפ_32907-12-20,38,main
תפ_22338-06-09,תפ_44862-06-20,25,main
תפ_32882-09-21,תפ_34630-12-21,35,main
תפ_12606-07-22,תפ_5275-07-21,68,main
תפ_17766-12-20,תפח_30145-08-13,18,main
תפ_16651-01-24,תפ_43471-12-22,10,main
תפ_29898-02-14,תפ_53669-03-22,10,main
תפ_6904-12-14,תפח_30145-08-13,30,main
תפ_11104-07-19,תפ_44381-05-20,35,main
תפ_64941-05-17,תפ_9983-05-16,25,main
תפ_24215-06-13,תפ_34630-12-21,25,main
תפ_30015-07-16,תפ_43471-12-22,10,main
תפ_26478-04-22,תפ_9264-02-21,25,main
תפ_57539-11-15,תפ_9873-02-17,38,main
תפ_12154-12-14,תפ_395-05-17,35,main
תפ_11104-07-19,תפ_57498-03-19,18,main
תפ_23648-12-19,תפ_53715-12-15,38,main
תפ_14373-03-22,תפ_7317-01-15,35,main
תפ_23992-11-21,תפ_59004-08-23,65,main
תפ_51306-12-18,תפח_34398-05-11,25,main
תפ_57539-11-15,תפ_57965-03-15,38,main
תפ_31249-06-14,תפ_4475-11-18,35,main
תפ_6968-01-24,תפ_70111-03-23,15,main
תפ_4133-01-20,תפ_61841-07-22,25,main
תפ_12615-11-21,תפ_15387-01-21,25,main
תפ_32339-12-19,תפ_44381-05-20,30,main
תפ_26417-03-17,תפ_34938-09-18,25,main
תפ_19759-07-21,תפ_52091-02-20,35,main
תפ_27330-02-19,תפ_68389-07-20,38,main
תפ_32907-12-20,תפ_950-09-17,35,main
תפ_63355-02-23,תפח_39094-05-12,30,main
תפ_39998-08-15,תפ_57539-11-15,35,main
תפ_23872-02-19,תפ_28100-07-20,38,main
תפ_1631-01-22,תפ_7196-03-21,10,main
תפ_2058-09-17,תפ_26565-12-20,20,main
תפ_45456-12-21,תפ_68389-07-20,35,main
תפ_6431-05-13,תפ_69158-11-16,25,main
תפ_17935-01-20,תפ_40313-09-15,65,main
תפ_38687-04-20,תפ_41754-05-22,35,main
תפ_44840-06-16,תפ_50809-07-17,55,main
תפ_15710-09-21,תפ_47348-11-21,35,main
תפ_34027-04-18,תפ_39998-08-15,85,main
תפ_12606-07-22,תפ_26702-01-23,35,main
תפ_4248-06-16,תפ_52091-02-20,35,main
תפ_19610-08-21,תפ_4133-01-20,35,main
תפ_43643-10-15,תפ_52479-01-18,65,main
תפ_24548-06-13,תפ_59067-10-21,60,main
תפ_5013-12,תפ_57965-03-15,30,main
תפ_28991-04-22,תפ_36287-01-22,38,main
תפ_32264-10-17,תפ_7108-02-16,10,main
תפ_42697-05-18,תפ_44620-01-22,55,main
תפ_40256-11-14,תפח_12074-08-16,10,main
תפ_24350-06-23,תפח_17033-01-22,25,main
תפ_18957-11-20,תפ_39183-11-13,20,main
תפ_19835-04-13,תפ_53669-03-22,0,main
תפ_17030-02-22,תפ_38883-05-22,25,main
תפ_24215-06-13,תפ_9111-02-15,25,main
תפ_10650-11-21,תפ_15209-10-23,55,main
תפ_68389-07-20,תפ_9632-08-23,30,main
תפ_1139-06-23,תפ_40983-10-20,20,main
תפ_25546-11-23,תפ_633-05-17,25,main
תפ_4459-03-24,תפ_7089-08-23,35,main
תפ_3986-06-22,תפ_50716-11-19,90,main
תפ_2724-08-19,תפ_4795-12-17,20,main
תפ_26036-08-21,תפ_47348-11-21,35,main
תפ_19759-07-21,תפ_44381-05-20,75,main
תפ_26478-04-22,תפ_53339-09-22,30,main
תפ_17707-04-14,תפ_40011-04-14,25,main
תפ_13995-12-22,תפ_51663-11-23,20,main
תפ_43643-10-15,תפ_52077-12-20,28,main
תפ_12035-06-20,תפ_18210-05-23,35,main
תפ_32883-03-22,תפ_7089-08-23,45,main
תפ_14373-03-22,תפ_39345-03-20,25,main
תפ_17860-01-19,תפ_69158-11-16,35,main
תפ_43597-08-21,תפ_70166-03-23,25,main
תפ_53496-03-18,תפ_998-08-14,35,main
תפ_17701-07-21,תפ_30966-07-22,23,main
תפ_52848-09-22,תפח_39094-05-12,30,main
תפ_27929-03-19,תפ_57539-11-15,35,main
תפ_37175-07-20,תפ_46366-09-19,55,main
תפ_16779-09-22,תפ_8188-06-23,35,main
תפ_40898-11-19,תפ_44620-01-22,18,main
תפ_18833-05-13,תפ_19384-05-16,15,main
תפ_182-11-12,תפ_22338-06-09,5,main
תפ_17856-06-17,תפ_17860-01-19,55,main
תפ_20387-03-23,תפ_50474-09-22,55,main
תפ_34027-04-18,תפ_53496-03-18,18,main
תפ_70062-03-23,תפ_7617-07-23,20,main
תפ_24548-06-13,תפ_40898-11-19,10,main
תפ_12233-08-12,תפ_28100-07-20,0,main
תפ_18039-10-21,תפ_58774-07-22,25,main
תפ_31216-01-22,תפ_4612-07-22,30,main
תפ_23872-02-19,תפ_28787-04-22,68,main
תפ_12035-06-20,תפ_36698-12-18,20,main
תפ_27929-03-19,תפח_34398-05-11,25,main
תפ_13-05-32,תפ_32882-09-21,20,main
תפ_50330-07-18,תפ_70166-03-23,80,main
תפ_30340-08-20,תפ_7108-02-16,55,main
תפ_21594-06-16,תפ_5085-07-17,25,main
תפ_25639-03-21,תפ_8868-12-21,65,main
תפ_12761-11-15,תפ_16779-09-22,85,main
תפ_20387-03-23,תפ_31498-01-16,45,main
תפ_17137-11-21,תפ_6832-11-23,35,main
תפ_33337-07-23,תפ_41754-05-22,28,main
תפ_23749-12-19,תפ_39941-11-19,20,main
תפ_37104-06-22,תפ_57996-05-20,60,main
תפ_17655-10-22,תפ_30617-02-22,35,main
תפ_14885-06-24,תפ_60484-03-22,0,main
תפ_48057-03-21,תפ_61118-07-23,38,main
תפ_23328-12-22,תפח_52360-06-20,10,main
תפ_23253-12-15,תפ_42697-05-18,65,main
תפ_49344-11-23,תפ_7196-03-21,28,main
תפ_25425-02-22,תפ_60820-07-14,35,main
תפ_41832-08-24,תפ_6968-01-24,65,main
תפ_17137-11-21,תפ_30350-12-20,18,main
תפ_48978-07-21,תפ_72146-11-20,62,main
תפ_30350-12-20,תפ_43245-08-20,18,main
תפ_18327-09-22,תפ_6968-02-22,65,main
תפ_12158-04-23,תפ_48905-12-20,20,main
תפ_29529-07-20,תפ_48978-07-21,55,main
תפ_12540-12-18,תפ_59067-10-21,18,main
תפ_2724-08-19,תפ_395-05-17,18,main
תפ_12154-12-14,תפ_31249-06-14,35,main
תפ_4459-03-24,תפ_50474-09-22,18,main
תפ_31842-04-21,תפ_59067-10-21,35,main
תפ_16753-02-22,תפ_33420-12-20,30,main
תפ_13142-02-15,תפ_20451-09-20,55,main
תפ_63100-02-24,תפ_7811-10-23,65,main
תפ_52091-02-20,תפ_66542-05-20,35,main
תפ_16779-09-22,תפ_41052-11-19,28,main
תפ_10896-06-20,תפ_69980-11-20,45,main
תפ_31216-01-22,תפ_61452-02-16,35,main
תפ_1410-03-24,תפ_44169-08-22,35,main
תפ_27685-11-15,תפ_40634-03-20,15,main
תפ_40082-02-22,תפ_6514-03-23,18,main
תפ_20451-09-20,תפ_54432-02-17,70,main
תפ_44725-12-14,תפח_46412-12-15,10,main
תפ_23872-02-19,תפח_30145-08-13,20,main
תפ_47284-06-18,תפ_51523-10-17,70,main
תפ_11843-03-20,תפ_46379-02-21,35,main
תפ_32907-12-20,תפ_39500-07-20,20,main
תפ_55035-10-18,תפח_31041-04-13,5,main
תפ_17655-10-22,תפ_3910-02-23,65,main
תפ_17916-05-19,תפ_24350-06-23,10,main
תפ_1363-04-22,תפ_16651-01-24,20,main
תפ_57914-10-13,תפ_7626-04-20,40,main
תפ_11843-03-20,תפ_27625-02-21,35,main
תפ_61299-12-19,תפח_34802-06-19,25,main
תפ_13632-08-17,תפ_31811-03-21,45,main
תפ_17766-12-20,תפ_23992-11-21,20,main
תפ_17474-08-14,תפ_20387-03-23,20,main
תפ_12109-06-15,תפ_4102-11-20,45,main
תפ_44380-08-16,תפ_6153-02-21,20,main
תפ_24350-06-23,תפ_57283-05-21,35,main
תפ_58027-12-21,תפ_7467-12-20,55,main
תפ_10180-01-24,תפ_1139-06-23,65,main
תפ_13270-02-20,תפ_633-05-17,65,main
תפ_14115-07-19,תפ_52416-06-20,65,main
תפ_1783-04-23,תפ_21108-02-24,55,main
תפ_25631-03-22,תפ_46737-07-22,10,main
