verdict,domain,features_json
תפ_21806-01-19,weapon,"{""offense_number"": ""7(א), 7(ג)"", ""offense_type"": ""החזקת סם שלא לצריכה עצמית"", ""additional_offenses"": ""אין עבירות נוספות מעבר לעבירת החזקת סם שלא לצריכה עצמית."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": null, ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""ברכב\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""כן"", ""purpose"": ""\""סכסוך\"""", ""weapon_use"": ""לא"", ""drug_type"": ""קנבוס"", ""drug_weight_grams"": 499.88, ""drug_packaging"": ""שקיות"", ""drug_storage_location"": ""קופסת נעליים בתא מטען, תיק שחור במושב אחורי"", ""arrest_location"": ""ברכב ברח' שדרות אורי צבי גרינברג, באר שבע"", ""arrest_time"": ""30.12.2018, 18:25"", ""division_of_drugs"": ""מחולק ל-10 שקיות ו-שקיות נוספות"", ""vehicle_involvement"": ""כן"", ""special_circumstances"": ""החזקה בשני מקומות שונים ברכב""}"
תפ_21813-09-16,weapon,"{""offense_number"": ""144(א)"", ""offense_type"": ""החזקת נשק"", ""additional_offenses"": ""הנאשם הורשע בעבירות החזקת נשק והחזקת אביזר נשק ותחמושת בלבד.  \nעבירות נוספות לא צוינו בפסק הדין.  \nלכן: אין עבירות נוספות מעבר לעבירת הנשק."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית ריקה מתאימה לאקדח חצי אוטומטי STYER M-9 ותחמושת תואמת, 190 כדורי 9 מ\""מ"", ""how_obtained"": ""מצא"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובה 11 כדורים, מחסנית ריקה, 190 כדורים"", ""storage_method"": ""- \""בבית\""  \n- \""מוסלק-מוסתר\"""", ""planning"": ""לא"", ""purpose"": ""לא ברור"", ""weapon_use"": ""לא"", ""weapon_type_detail"": ""אקדח חצי אוטומטי STYER קליבר 9 מ\""מ, גנוב"", ""location"": ""מחנה הפליטים שועפאט, בבית הנאשם"", ""hiding_place"": ""מתחת לבגדים בארון בחדר השינה, מחסנית ריקה ותחמושת בכספת בחדר השינה"", ""license_status"": ""ללא רישיון"", ""date_of_offense"": ""05.09.16"", ""time_of_offense"": ""לא צוין"", ""method_of_concealment"": ""הסתרה מתחת לבגדים בארון, אחסון בכספת"", ""special_circumstances"": ""הנשק גנוב, הוסתר היטב בבית"", ""residence_type"": ""מחנה פליטים"", ""room_of_storage"": ""חדר שינה""}"
תפ_21873-05-14,drugs,"{""section_6"": ""כן"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""סעיף 10"", ""penal_25_attempt"": ""כן"", ""additional_offenses"": ""סעיף 40 ט', 40 יא', 40 יג' לחוק העונשין; חילוט כספים; פסילת רישיון נהיגה"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": ""[248.0-גרם]"", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""הנאשם החזיק חשיש במשקל כולל של 248 גרם."", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""כן""}"
תפ_21906-07-18,weapon,"{""offense_number"": ""25, 144(א), 144(ב), 144(ב2), 499(א)(1), 13, 14, 19א"", ""offense_type"": ""סחר בנשק, ניסיון לסחר בנשק, סחר בסם מסוכן, קשירת קשר לפשע, נשיאת נשק והובלתו, החזקת תחמושת, נשיאת תחמושת והובלתה."", ""additional_offenses"": ""כן, יש עבירות נוספות מעבר לעבירת הנשק. הן כוללות:\n\n- סחר בסמים מסוכנים (חשיש, MDMA, נייס גאי) לפי פקודת הסמים המסוכנים.\n- ניסיון לסחר בנשק.\n- קשירת קשר לפשע.\n- החזקת תחמושת.\n- נשיאת תחמושת והובלתה."", ""pistol"": 3, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""תחמושת (10 כדורים)"", ""how_obtained"": ""מאחר שהנשק היה ברשות נאשם 3 ושנאשם 2 תיאם בין נאשם 1 לנאשמים 3 ו-4 להבאת הנשק לעסקה, ניתן להסיק שהנשק הושג באמצעות \""מאחר\"" (קיבל מאדם אחר)."", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""עשרה כדורים"", ""storage_method"": ""- \""ברכב\""  \n- \""על גופו\""  \n- \""בבית\"""", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""תיאום טלפוני ומפגשים פיזיים, מסירת נשק ברכב ובבית, ניסוי ירי לפני העסקה"", ""communication_means"": ""טלפון סלולרי, שיחות טלפון, פגישות פנים אל פנים"", ""arrest_method"": ""הפעלת סוכן משטרתי סמוי, תיעוד עסקאות בזמן אמת"", ""crime_time"": ""רוב העסקאות בוצעו בשעות אחר הצהריים והערב (16:00-23:00)"", ""money_amount"": ""22,000 ₪, 35,000 ₪, 60,000 ₪ (ניסיון), 2,700 ₪ (עסקת סמים), 1,700 ₪ ליום (עסקת סמים מתמשכת)"", ""meeting_locations"": ""שועפאט, ענתא, רכב, בית נאשם 1"", ""special_circumstances"": ""היכרות מוקדמת בין הסוכן לנאשם 1, שימוש בקטין להעברת סמים, תיווך בין מספר נאשמים, שימוש באדם שזהותו אינה ידועה להעברת נשק"", ""motive"": ""רווח כספי"", ""accomplices"": ""נאשם 2, נאשם 3, נאשם 4, קטין ס.ס, אוסאמה גולאני, אדם שזהותו אינה ידועה"", ""drug_types"": ""חשיש, MDMA, נייס גאי"", ""weapon_test"": ""ניסוי ירי באקדח לפני השלמת העסקה"", ""deal_sequence"": ""מספר ניסיונות עסקה עד להשלמת עסקת נשק מוצלחת"", ""deal_currency"": ""שקלים במזומן"", ""deal_confirmation"": ""ספירת כסף פיזית, החזרת עודף לסוכן"", ""weapon_delivery"": ""העברת נשק ברכב, מסירה בבית, תיאום בין מספר נאשמים"", ""ammunition_source"": ""נאשם 4 הביא עשרה כדורים שנשמרו אצלו"", ""weapon_serial_number"": ""BC13209"", ""weapon_model"": ""bul Cherokee 9 מ\""מ"", ""weapon_condition"": ""אקדח חדש, נקי (לפי הצגת נשק בעסקה נוספת)"", ""attempted_deals"": ""ניסיון למכור אקדח נוסף, ניסיון למכור רובה M-16"", ""deal_failure_reason"": ""אי זמינות של מחזיק הנשק, בעיה באקדח"", ""deal_negotiation"": ""התמקחות על מחיר האקדח בין הסוכן לנאשמים"", ""deal_facilitator"": ""נאשם 2 תיאם בין הצדדים וקבע את המחיר"", ""deal_payment_method"": ""מזומן בלבד"", ""deal_timing"": ""תיאום מראש, דחיות עקב בעיות בזמינות הנשק"", ""deal_participants"": ""סוכן משטרתי, נאשם 1, נאשם 2, נאשם 3, נאשם 4, אדם נוסף לא מזוהה""}"
תפ_21971-07-18,weapon,"{""offense_number"": ""25, 31, 144, 144(ב), 144(ב2), 144(ב3), 499(א)(1)"", ""offense_type"": ""סחר בנשק, נשיאה והובלת נשק, ניסיון לקשירת קשר לפשע, קשירת קשר לפשע, סיוע לניסיון סחר בנשק."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:  \n- ניסיון לקשירת קשר לפשע (סעיף 499(א)(1) בצירוף סעיף 25 לחוק)  \n- קשירת קשר לפשע (סעיף 499(א)(1))  \n- סיוע לניסיון סחר בנשק (סעיף 144(ב3) בצירוף סעיף 25 ובצירוף סעיף 31 לחוק)"", ""pistol"": 2, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 2, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח מסוג גלוק, אקדח חצי אוטומטי מסוג FN קליבר 9 מ\""מ"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מספר כדורים לא מצוין במפורש, רק \""מספר כדורים\"" ו\""ירי של מספר כדורים\"" ללא כמות מדויקת.  \nתשובה: אין."", ""storage_method"": ""- \""בבית\""  \n- \""על גופו\""  \n- \""ברכב\""  \n- \""סמוך לבית\"""", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""פניה לסוכן משטרתי, תיאום פגישות, מסירה פיזית של נשק, בדיקת תקינות בירי"", ""route"": ""נסיעה לרמאללה, פגישות בקלנדיה, נסיעה לחורשה סמוכה"", ""offense_time"": ""18.1.2018 סמוך לשעה 19:00, 21:40; 4.5.17; 8.5.17; סוף אפריל 2017; ינואר 2018"", ""monetary_amount"": ""אקדח גלוק: 30,000 ₪ (לא בוצע), אקדח FN: 21,000 ₪ (סוכם), 20,000 ₪ (שולם בפועל), תיווך: 3,000 ₪, רובה M16: 42,000 ₪ (סוכם), 43,000 ₪ (סוכם סופי)"", ""communication_means"": ""טלפון, פגישה אישית, הצגת תמונות ותצלומים"", ""arrest_method"": ""לא מצוין במפורש, אך הסוכן היה סוכן משטרתי סמוי"", ""motive"": ""רווח כספי"", ""special_circumstances"": ""שימוש בסוכן משטרתי סמוי, תיאום עסקאות מראש, בדיקת נשק בירי, תקלה בנשק בעסקה שלא יצאה לפועל"", ""deal_location"": ""קלנדיה, חורשה סמוכה לקלנדיה, רמאללה"", ""intermediary_involvement"": ""כן, נאשם 1 תיווך בין הסוכן למוכרים"", ""weapon_condition"": ""נשק תקול בעסקת M16"", ""transaction_completion"": ""עסקת FN הושלמה, עסקת M16 לא הושלמה"", ""buyer_identity"": ""סוכן משטרתי סמוי""}"
תפ_21991-04-20,drugs,"{""section_6"": ""כן"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 9(א), 9(ד)"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""התנגדות למעצר (סעיף 47(א) לפקודת סדר הדין הפלילי), נטילת חשמל (סעיף 400 לחוק העונשין), הפרת הוראה חוקית (סעיף 287(א) לחוק העונשין)"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": ""65.7 ק\""ג"", ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""קנבוס, 65.7 ק\""ג"", ""laboratory"": ""כן"", ""role"": ""בעל הסמים, בעל המעבדה"", ""sold_to_agent"": ""לא""}"
תפ_2200-02-18,drugs,"{""section_6"": ""כן"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 10"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 287(א) חוק העונשין - הפרת הוראה חוקית"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": ""176"", ""cannabis"": ""1.5 ק\""ג"", ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""176 שתילי קנאביס במשקל כולל של 1.5 ק\""ג"", ""laboratory"": ""כן"", ""role"": ""- נאשם 1: לא בעל הסמים  \n- נאשם 2: לא בעל הסמים  \n- נאשם 3: בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_22021-09-22,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""חילוט כספים, חילוט רכב, פסילת רישיון"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": ""[20.12-גרם]"", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[10-גרם, 15.06-גרם, 20-גרם, 18.73-גרם, 19.97-גרם, 812.41-גרם, 203.08-גרם, 3922.56-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""קנבוס במשקל כולל של כ-4200.81 גרם נטו, חשיש במשקל 20.12 גרם נטו"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_22029-03-21,weapon,"{""offense_number"": ""29, 144(א), 144(ב), 340א (ב)(1)"", ""offense_type"": ""החזקת נשק, נשיאת נשק, ירי מנשק חם"", ""additional_offenses"": ""עבירות נוספות מעבר לעבירת הנשק הן: ירי מנשק חם (סעיף 340א (ב)(1) לחוק העונשין) ושיבוש מהלכי משפט (ככל שמוזכר במסגרת פסקי הדין המוזכרים)."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח חצי אוטומטי מסוג רמון"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית וכדורים תואמים (כמות מדויקת לא צוינה)"", ""storage_method"": ""- \""ברכב\""  \n- \""על גופו\""  \n- \""סמוך לבית\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""ירי באוויר"", ""location"": ""עסק למכירת אלכוהול בצמוד לבית בשפרעם"", ""time_of_offense"": ""22.02.2021 בסמוך לשעה 13:50"", ""serial_number"": ""01200497R"", ""transfer_of_weapon"": ""העברת נשק מנאשם 1 לנאשם 2"", ""number_of_shootings"": ""שני מקטעי ירי"", ""direction_of_fire"": ""ירי כלפי מעלה"", ""shell_collection"": ""איסוף תרמילים מהרצפה לאחר הירי"", ""presence_of_family"": ""אשת נאשם 2 ובנותיהם שהו בבית הסמוך"", ""business_owner"": ""נאשם 2"", ""license_status"": ""נאשם 1 החזיק ברישיון לנשק""}"
תפ_22030-04-19,weapon,"{""offense_number"": ""29, 40ד, 144(ב), 186(א), 333, 335"", ""offense_type"": ""חבלה חמורה בנסיבות מחמירות, נשיאת נשק, החזקת סכין."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:\n- חבלה חמורה בנסיבות מחמירות (סעיפים 333 יחד עם 335 לחוק העונשין)\n- החזקת סכין (סעיף 186(א) לחוק העונשין)\n- נהיגה מסוכנת ונהיגה בניגוד לתמרורים (מתוארות בנסיבות המקרה)"", ""pistol"": 2, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""2 סכינים מתקפלות"", ""how_obtained"": ""\""גנב\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""כדור אחד בבית הבליעה, נשק טעון בכדורים (לא מצוין מספר מדויק)"", ""storage_method"": ""- \""על גופו\""  \n- \""ברכב\""  \n- \""מוסלק-מוסתר\"" (האקדח הוטמן במכנסיו)"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי""}"
תפ_22080-10-16,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": ""[1337-ריבועים]"", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": ""[104.77-גרם]"", ""drug_type_quantity_summary"": ""קוקאין במשקל כולל של 104.77 גרם נטו ו-1337 ריבועי LSD"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_2211-11-19,drugs,"{""section_6"": ""כן"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 9(א), סעיף 10"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 400 (נטילת חשמל), סעיף 406(ב) (התפרצות למקום מגורים), סעיף 452 (היזק בזדון), סעיף 192 (איומים)"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": 500, ""cannabis"": 55, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""500 שתילי קנבוס, 55 ק\""ג קנבוס"", ""laboratory"": ""כן"", ""role"": ""בעל הסמים, בעל המעבדה"", ""sold_to_agent"": ""לא""}"
תפ_22140-04-18,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": null, ""cocaine"": ""כן"", ""drug_type_quantity_summary"": ""ייבוא 6.003 ק\""ג קוקאין, החזקה 0.6989 ג' קוקאין"", ""laboratory"": ""לא"", ""role"": ""בלדר"", ""sold_to_agent"": ""לא""}"
תפ_22160-02-14,weapon,"{""offense_number"": ""7(א), 7(ג) רישא, 40 ט', 40 יא', 40 יג'"", ""offense_type"": ""החזקת סמים שלא לצריכה עצמית"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: החזקת סמים שלא לצריכה עצמית לפי סעיף 7(א), (ג) רישא לפקודת הסמים המסוכנים."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": null, ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""בבית\"""", ""planning"": ""לא"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""drug_type"": ""קוקאין"", ""drug_weight_grams"": 4, ""search_method"": ""חיפוש משטרתי בצו"", ""search_location"": ""בית הנאשם"", ""seized_money_amount"": 2700, ""seized_money_currency"": ""ש\""ח"", ""drug_packaging"": ""שקית לבנה"", ""drug_scale_color"": ""שחור"", ""arrest_circumstances"": ""נתפס במהלך חיפוש משטרתי""}"
תפ_22211-06-15,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": ""[0.5-גרם, 0.54-גרם, 1.04-גרם, 0.7-גרם]"", ""drug_type_quantity_summary"": ""סם 5F-AMB במשקל 153.87 גרם נטו; קוקאין במשקל 0.5 גרם, 0.54 גרם, 1.04 גרם ו-0.7 גרם; פרח של גראס (קנאביס) בכמות לא ידועה"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_22297-11-20,weapon,"{""offense_number"": ""144, 144(א), 186, 34כא, 7(א), 7(ג)(2), 34כ\""א"", ""offense_type"": ""החזקת נשק חם שלא כדין, החזקת חלקי נשק או תחמושת, החזקת סמים לצריכה עצמית, החזקת תחמושת."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:\n- החזקת סמים לצריכה עצמית (פקודת הסמים המסוכנים, סעיפים 7(א), 7(ג)(2))\n- החזקת תחמושת (סעיף 144(א) סיפא לחוק העונשין)\n- עבירות אלימות קודמות (תקיפה בצוותא, תקיפה בנסיבות מחמירות) – בהקשר של עבר פלילי, לא כתב אישום נוכחי."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""נשק דמוי רובה סער מסוג M-16 מפורק לשניים"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובה 1 כדור 5.56 מ\""מ; מחסנית עם 18 כדורים 5.56 מ\""מ; 3 כדורי 9 מ\""מ; 56 כדורי 5.56 מ\""מ בתפזורת; קופסה ובה 12 כדורי אקדח 9 מ\""מ; שתי קופסאות של כדורים 5.56 מ\""מ, 30 כדורים בכל אחת (סה\""כ 60 כדורים); 8 כדורים מסוג 7.62 מ\""מ; 3 כדורים מסוג 5.56 מ\""מ ברכב."", ""storage_method"": ""- בבית\n- ברכב"", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""החזקת נשק ותחמושת מוסתרים במקומות מגורים וברכב"", ""search_type"": ""חיפוש משטרתי יזום"", ""arrest_location"": ""בית מגורים בשכונה 58, בית 26 ברהט, ורכב מסוג טויוטה קורולה"", ""offense_time"": ""29.10.20"", ""offense_hour"": ""לא צוין"", ""drug_type"": ""קנבוס"", ""drug_weight_grams"": 25, ""relationship_between_defendants"": ""אחים"", ""weapon_parts_found"": ""תריס של M-16"", ""vehicle_involved"": ""טויוטה קורולה מ.ר. 7648063"", ""plea_bargain"": ""הושג הסדר טיעון ותוקן כתב האישום"", ""defendant_residence_floors"": ""נאשם 1 בקומה שלישית, נאשם 2 בקומה שניה"", ""special_circumstances"": ""הנשק נמצא מפורק לשניים; בני משפחה נוספים מתגוררים בבית""}"
תפ_22338-06-09,weapon,"{""offense_number"": ""40א, 40ב, 40ג, 40ג(א), 40ט(א)(1), 40ט(א)(2), 40ט(א)(3), 40ט(א)(4), 192, 244, 380, 382(ב)(1)"", ""offense_type"": ""תקיפת בת זוג הגורמת חבלה של ממש, איומים, שיבוש מהלכי משפט."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, והן:\n- תקיפת בת זוג הגורמת חבלה של ממש (סעיפים 380 ו-382(ב)(1) לחוק העונשין)\n- איומים (סעיף 192 לחוק העונשין)\n- שיבוש מהלכי משפט (סעיף 244 לחוק העונשין)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": null, ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""אין אזכור לנשק בפסק הדין."", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא""}"
תפ_22347-09-17,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""כן"", ""additional_offenses"": ""מאסר מותנה, קנס, פסילה בפועל ופסילה על תנאי"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[6.7709-גרם, 5-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""קנאביס במשקל 6.7709 גרם ו-5 גרם"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא""}"
